Estep = 0.000100; Niter = 21; Ntrial = 10000000
Energy, # of states, average Ev, average coupling
0.1526743,175135.149243,0.1527246,0.00706590
0.1527743,174500.033731,0.1528238,0.00713723
0.1528743,176821.198896,0.1529231,0.00718367
0.1529743,184614.157792,0.1530237,0.00768194
0.1530743,182493.095945,0.1531230,0.00749635
0.1531743,181193.670180,0.1532253,0.00755177
0.1532743,189759.084550,0.1533251,0.00734398
0.1533743,192362.824080,0.1534249,0.00738976
0.1534743,185513.552351,0.1535249,0.00770698
0.1535743,189426.936692,0.1536241,0.00760658
0.1536743,191383.401885,0.1537248,0.00759024
0.1537743,190148.475025,0.1538242,0.00757405
0.1538743,192935.125100,0.1539232,0.00765859
0.1539743,189550.271546,0.1540243,0.00748289
0.1540743,192652.804048,0.1541245,0.00749543
0.1541743,197678.444659,0.1542245,0.00737488
0.1542743,199548.501127,0.1543254,0.00748352
0.1543743,200323.589443,0.1544242,0.00747595
0.1544743,199882.574166,0.1545247,0.00719509
0.1545743,204037.670203,0.1546251,0.00756571
0.1546743,208327.115850,0.1547253,0.00724766
0.1547743,209147.571262,0.1548263,0.00755652
0.1548743,205813.944887,0.1549237,0.00744432
0.1549743,210361.094278,0.1550236,0.00775760
0.1550743,209718.701712,0.1551241,0.00764209
0.1551743,211014.610753,0.1552253,0.00744935
0.1552743,212807.376573,0.1553236,0.00789671
0.1553743,214706.472500,0.1554248,0.00749224
0.1554743,215358.084344,0.1555236,0.00733382
0.1555743,215578.468662,0.1556237,0.00784021
0.1556743,213770.104974,0.1557243,0.00775396
0.1557743,220561.049881,0.1558249,0.00744908
0.1558743,220323.174681,0.1559245,0.00766964
0.1559743,225382.100106,0.1560251,0.00791238
0.1560743,229650.553137,0.1561229,0.00751736
0.1561743,225715.397571,0.1562243,0.00748802
0.1562743,225310.106332,0.1563248,0.00773807
0.1563743,238885.118812,0.1564241,0.00794512
0.1564743,230472.878264,0.1565232,0.00783155
0.1565743,233183.615251,0.1566232,0.00768004
0.1566743,237270.355194,0.1567249,0.00762619
0.1567743,234315.829338,0.1568243,0.00776608
0.1568743,235016.979563,0.1569237,0.00771810
0.1569743,240888.020572,0.1570222,0.00770061
0.1570743,247217.802062,0.1571226,0.00758640
0.1571743,249046.289114,0.1572250,0.00755005
0.1572743,247372.984293,0.1573247,0.00763414
0.1573743,243875.290618,0.1574251,0.00760292
0.1574743,246265.381490,0.1575244,0.00776559
0.1575743,250755.662359,0.1576234,0.00764163
0.1576743,250941.183431,0.1577225,0.00773505
0.1577743,250073.967711,0.1578250,0.00770094
0.1578743,248939.076862,0.1579256,0.00775452
0.1579743,251444.730545,0.1580245,0.00764107
0.1580743,259927.805104,0.1581244,0.00771410
0.1581743,265549.312193,0.1582243,0.00786335
0.1582743,263637.371591,0.1583233,0.00777958
0.1583743,261564.899574,0.1584247,0.00752066
0.1584743,273101.713765,0.1585230,0.00776772
0.1585743,269913.547109,0.1586235,0.00800278
0.1586743,267930.575957,0.1587239,0.00808670
0.1587743,274342.835367,0.1588242,0.00773221
0.1588743,279419.403275,0.1589232,0.00785115
0.1589743,276362.194335,0.1590236,0.00767596
0.1590743,278917.149922,0.1591257,0.00782910
0.1591743,280043.918375,0.1592238,0.00770726
0.1592743,281841.574363,0.1593253,0.00759109
0.1593743,290505.875844,0.1594233,0.00801577
0.1594743,287986.721177,0.1595232,0.00800281
0.1595743,288836.076642,0.1596244,0.00788043
0.1596743,286276.111120,0.1597241,0.00776462
0.1597743,291886.211867,0.1598235,0.00773942
0.1598743,293699.519431,0.1599271,0.00796912
0.1599743,296649.194764,0.1600248,0.00798884
0.1600743,293827.830360,0.1601247,0.00808805
0.1601743,298701.108479,0.1602234,0.00803000
0.1602743,307952.710054,0.1603247,0.00799693
0.1603743,302583.892820,0.1604238,0.00747542
0.1604743,302517.818310,0.1605254,0.00839323
0.1605743,311654.825990,0.1606231,0.00792869
0.1606743,302626.170764,0.1607261,0.00840679
0.1607743,315642.322198,0.1608240,0.00819807
0.1608743,316736.163115,0.1609232,0.00804222
0.1609743,305408.207144,0.1610246,0.00815590
0.1610743,317621.082720,0.1611235,0.00793596
0.1611743,325596.049731,0.1612249,0.00799841
0.1612743,324601.757119,0.1613244,0.00817110
0.1613743,319406.417942,0.1614243,0.00798596
0.1614743,322448.942446,0.1615257,0.00781289
0.1615743,323562.514138,0.1616245,0.00776733
0.1616743,331910.850365,0.1617253,0.00818677
0.1617743,331651.867679,0.1618226,0.00828448
0.1618743,331720.509249,0.1619267,0.00824505
0.1619743,349354.548120,0.1620240,0.00838946
0.1620743,344531.852713,0.1621242,0.00833425
0.1621743,347200.770726,0.1622250,0.00775722
0.1622743,337999.815519,0.1623225,0.00824242
0.1623743,348871.951175,0.1624247,0.00811548
0.1624743,350863.394396,0.1625237,0.00807503
0.1625743,353046.457425,0.1626249,0.00826704
0.1626743,351176.896082,0.1627243,0.00808851
0.1627743,355989.215538,0.1628238,0.00813006
0.1628743,355143.514229,0.1629233,0.00822174
0.1629743,361038.218961,0.1630250,0.00834739
0.1630743,364423.958052,0.1631246,0.00822034
0.1631743,371708.516645,0.1632247,0.00795411
0.1632743,369778.743158,0.1633234,0.00832213
0.1633743,373757.773129,0.1634252,0.00810423
0.1634743,377059.389437,0.1635249,0.00831668
0.1635743,371163.358444,0.1636253,0.00811967
0.1636743,385511.255357,0.1637252,0.00818279
0.1637743,376585.385966,0.1638232,0.00825738
0.1638743,385806.961064,0.1639238,0.00788001
0.1639743,397977.493609,0.1640244,0.00810937
0.1640743,395464.927279,0.1641238,0.00811062
0.1641743,385222.021644,0.1642239,0.00825754
0.1642743,397662.030434,0.1643249,0.00869308
0.1643743,403083.676032,0.1644228,0.00856433
0.1644743,401511.244428,0.1645231,0.00811688
0.1645743,400626.356453,0.1646224,0.00855839
0.1646743,412626.395668,0.1647246,0.00831541
0.1647743,412155.238456,0.1648242,0.00829197
0.1648743,422066.855720,0.1649238,0.00815062
0.1649743,414265.863627,0.1650236,0.00833856
0.1650743,430158.919596,0.1651242,0.00829255
0.1651743,426363.074897,0.1652245,0.00837912
0.1652743,420117.366126,0.1653237,0.00827639
0.1653743,427040.417223,0.1654256,0.00838944
0.1654743,422605.360607,0.1655234,0.00854128
0.1655743,427535.725711,0.1656236,0.00846887
0.1656743,427657.246471,0.1657260,0.00890180
0.1657743,436824.818785,0.1658226,0.00831908
0.1658743,441082.557814,0.1659233,0.00843906
0.1659743,439455.550669,0.1660239,0.00823234
0.1660743,441412.680514,0.1661235,0.00871633
0.1661743,445250.993561,0.1662240,0.00852927
0.1662743,456815.502520,0.1663259,0.00845834
0.1663743,456355.901911,0.1664236,0.00850498
0.1664743,459021.951926,0.1665231,0.00851906
0.1665743,466484.885897,0.1666224,0.00809765
0.1666743,458746.903809,0.1667246,0.00846294
0.1667743,476728.649827,0.1668254,0.00808503
0.1668743,470844.438426,0.1669231,0.00878542
0.1669743,489189.331833,0.1670239,0.00878410
0.1670743,477651.104260,0.1671240,0.00852034
0.1671743,476773.889038,0.1672245,0.00821497
0.1672743,477644.954731,0.1673233,0.00886174
0.1673743,492117.823712,0.1674249,0.00858440
0.1674743,488182.902830,0.1675233,0.00891539
0.1675743,496754.590919,0.1676254,0.00880128
0.1676743,498478.205566,0.1677243,0.00846368
0.1677743,505896.832630,0.1678247,0.00891963
0.1678743,499139.668087,0.1679244,0.00853280
0.1679743,520176.475273,0.1680255,0.00819372
0.1680743,504482.549479,0.1681239,0.00886540
0.1681743,511507.375113,0.1682241,0.00879733
0.1682743,519080.800289,0.1683251,0.00846313
0.1683743,519561.948703,0.1684258,0.00847765
0.1684743,517447.781985,0.1685252,0.00871584
0.1685743,533304.421171,0.1686241,0.00865994
0.1686743,532612.159390,0.1687239,0.00882067
0.1687743,535890.538370,0.1688257,0.00864830
0.1688743,539696.861691,0.1689250,0.00899408
0.1689743,552833.777749,0.1690236,0.00908158
0.1690743,547800.756010,0.1691246,0.00878433
0.1691743,537245.548807,0.1692234,0.00858943
0.1692743,553104.573252,0.1693231,0.00908093
0.1693743,557874.201751,0.1694245,0.00853446
0.1694743,562143.773212,0.1695239,0.00881612
0.1695743,567815.202034,0.1696248,0.00884662
0.1696743,556934.895869,0.1697249,0.00897223
0.1697743,572092.652001,0.1698226,0.00845170
0.1698743,576319.875620,0.1699234,0.00908015
0.1699743,596107.778103,0.1700241,0.00875813
0.1700743,575471.884556,0.1701246,0.00868471
0.1701743,581023.665980,0.1702252,0.00900195
0.1702743,591600.555262,0.1703235,0.00907115
0.1703743,578129.591614,0.1704241,0.00889497
0.1704743,596346.308492,0.1705234,0.00880244
0.1705743,591656.413130,0.1706250,0.00897248
0.1706743,602964.849628,0.1707250,0.00860782
0.1707743,606493.468307,0.1708244,0.00863249
0.1708743,612006.496464,0.1709256,0.00923818
0.1709743,617635.016123,0.1710247,0.00884741
0.1710743,619345.841418,0.1711244,0.00917494
0.1711743,617445.085526,0.1712237,0.00841013
0.1712743,632112.390692,0.1713230,0.00828718
0.1713743,633358.761876,0.1714251,0.00871763
0.1714743,640276.943507,0.1715244,0.00868646
0.1715743,636630.389881,0.1716232,0.00893381
0.1716743,657595.407223,0.1717243,0.00897246
0.1717743,649602.047079,0.1718262,0.00927675
0.1718743,644623.644389,0.1719252,0.00865229
0.1719743,662799.765312,0.1720242,0.00926553
0.1720743,658677.785901,0.1721256,0.00910999
0.1721743,651411.048879,0.1722254,0.00869038
0.1722743,681594.008811,0.1723254,0.00899445
0.1723743,673962.606748,0.1724234,0.00885052
0.1724743,672748.599920,0.1725253,0.00888086
0.1725743,690301.559185,0.1726238,0.00905103
0.1726743,673890.302283,0.1727273,0.00894832
0.1727743,697342.105465,0.1728252,0.00921923
0.1728743,697329.469872,0.1729250,0.00939616
0.1729743,719132.384688,0.1730243,0.00912975
0.1730743,701130.100775,0.1731244,0.00894421
0.1731743,713669.098510,0.1732256,0.00848584
0.1732743,716738.073575,0.1733255,0.00910635
0.1733743,695908.099010,0.1734254,0.00927579
0.1734743,710032.718220,0.1735224,0.00918224
0.1735743,719483.266212,0.1736255,0.00892647
0.1736743,748016.874841,0.1737255,0.00955547
0.1737743,743051.646508,0.1738226,0.00910641
0.1738743,746901.292138,0.1739242,0.00905372
0.1739743,761837.458228,0.1740248,0.00914267
0.1740743,747510.557495,0.1741252,0.00906276
0.1741743,744336.082976,0.1742250,0.00918127
0.1742743,759567.125838,0.1743235,0.00923259
0.1743743,783890.657581,0.1744232,0.00907607
0.1744743,766213.607218,0.1745256,0.00923499
0.1745743,782512.218745,0.1746237,0.00896548
0.1746743,793769.183052,0.1747238,0.00935167
0.1747743,787969.167887,0.1748241,0.00927438
0.1748743,783305.897274,0.1749256,0.00888028
0.1749743,810174.766334,0.1750228,0.00945757
0.1750743,788679.623308,0.1751228,0.00912324
0.1751743,784326.241802,0.1752244,0.00933541
0.1752743,806948.084820,0.1753238,0.00901177
0.1753743,812230.668880,0.1754245,0.00956132
0.1754743,814717.848104,0.1755247,0.00943149
0.1755743,827742.745451,0.1756248,0.00917527
0.1756743,838217.856443,0.1757247,0.00908266
0.1757743,837497.518900,0.1758250,0.00950349
0.1758743,849459.607945,0.1759241,0.00924989
0.1759743,857537.691092,0.1760264,0.00983091
0.1760743,860536.932352,0.1761242,0.00947236
0.1761743,850286.725386,0.1762241,0.00955151
0.1762743,878726.719467,0.1763256,0.00938218
0.1763743,881808.899453,0.1764236,0.00937091
0.1764743,867929.936418,0.1765231,0.00939128
0.1765743,877629.181421,0.1766232,0.00891213
0.1766743,880592.451837,0.1767246,0.00971628
0.1767743,899728.566401,0.1768242,0.00931878
0.1768743,882093.189242,0.1769248,0.00929418
0.1769743,907761.219208,0.1770249,0.00885767
0.1770743,893840.258356,0.1771225,0.00912503
0.1771743,912089.225467,0.1772236,0.00950655
0.1772743,927892.051326,0.1773251,0.00930915
0.1773743,951713.974015,0.1774243,0.00946841
0.1774743,921466.528965,0.1775242,0.00933562
0.1775743,944814.829642,0.1776251,0.00972320
0.1776743,936492.697489,0.1777243,0.00906080
0.1777743,935612.059745,0.1778241,0.00921292
0.1778743,958779.613849,0.1779265,0.00927231
0.1779743,938418.431605,0.1780229,0.00936918
0.1780743,974740.004232,0.1781238,0.00923956
0.1781743,962101.752526,0.1782255,0.00937605
0.1782743,970789.396187,0.1783235,0.00924908
0.1783743,966445.029050,0.1784237,0.00944790
0.1784743,998638.795372,0.1785252,0.00996106
0.1785743,981169.205155,0.1786250,0.00936274
0.1786743,1005507.513134,0.1787247,0.00957121
0.1787743,999271.373415,0.1788239,0.00977948
0.1788743,1014587.104716,0.1789254,0.00977629
0.1789743,1007986.032079,0.1790237,0.00933236
0.1790743,1013665.897835,0.1791269,0.00987503
0.1791743,1031902.033132,0.1792250,0.00978835
0.1792743,1056089.329565,0.1793238,0.00962630
0.1793743,1037252.128613,0.1794249,0.00960768
0.1794743,1056865.635587,0.1795235,0.00930455
0.1795743,1060919.628124,0.1796259,0.00961557
0.1796743,1069486.811551,0.1797237,0.00993650
0.1797743,1079236.754867,0.1798245,0.00985125
0.1798743,1079444.681450,0.1799246,0.00965259
0.1799743,1105212.130428,0.1800247,0.00971339
0.1800743,1107292.070627,0.1801249,0.00969452
0.1801743,1103373.882178,0.1802239,0.00936139
0.1802743,1115787.776565,0.1803248,0.00970997
0.1803743,1131756.562273,0.1804238,0.00979436
0.1804743,1109261.139891,0.1805232,0.00963462
0.1805743,1141675.075952,0.1806239,0.00958540
0.1806743,1129803.587756,0.1807249,0.00962403
0.1807743,1150395.089373,0.1808250,0.00996075
0.1808743,1146223.807673,0.1809238,0.00960624
0.1809743,1157010.916119,0.1810254,0.00962602
0.1810743,1181723.283312,0.1811244,0.00997474
0.1811743,1165847.507413,0.1812231,0.00967875
0.1812743,1193107.288320,0.1813241,0.00966895
0.1813743,1212651.514909,0.1814241,0.00997050
0.1814743,1199361.809665,0.1815249,0.01008412
0.1815743,1188179.853017,0.1816247,0.00985781
0.1816743,1187615.118667,0.1817227,0.00962142
0.1817743,1261836.221837,0.1818243,0.00979198
0.1818743,1212036.426466,0.1819251,0.00978794
0.1819743,1237126.850108,0.1820260,0.01006544
0.1820743,1223511.154968,0.1821239,0.00938076
0.1821743,1242028.050798,0.1822239,0.00990212
0.1822743,1230518.714711,0.1823234,0.01008520
0.1823743,1253645.036460,0.1824237,0.01007181
0.1824743,1254619.205773,0.1825243,0.00966000
0.1825743,1295722.793215,0.1826235,0.00973467
0.1826743,1288733.453449,0.1827247,0.01001169
0.1827743,1266125.123088,0.1828239,0.01029113
0.1828743,1289710.289394,0.1829250,0.01003750
0.1829743,1307557.655357,0.1830240,0.00997841
0.1830743,1317316.628714,0.1831259,0.01019278
0.1831743,1323115.832759,0.1832240,0.01003661
0.1832743,1351831.015304,0.1833255,0.00970435
0.1833743,1342647.105400,0.1834242,0.00986594
0.1834743,1338194.703555,0.1835237,0.00966828
0.1835743,1339376.349830,0.1836237,0.00985943
0.1836743,1336973.935480,0.1837233,0.00986728
0.1837743,1359816.000534,0.1838247,0.00982942
0.1838743,1344272.336617,0.1839241,0.00990212
0.1839743,1385560.613477,0.1840254,0.00971735
0.1840743,1381387.406217,0.1841235,0.00980132
0.1841743,1408111.026223,0.1842247,0.01002373
0.1842743,1437249.434084,0.1843261,0.00979477
0.1843743,1417915.794138,0.1844257,0.00975743
0.1844743,1452155.456245,0.1845243,0.00993134
0.1845743,1450097.594172,0.1846252,0.00992134
0.1846743,1461446.459839,0.1847246,0.00986855
0.1847743,1439211.512534,0.1848236,0.01023616
0.1848743,1469256.891439,0.1849230,0.00996285
0.1849743,1467093.643017,0.1850242,0.01013072
0.1850743,1488667.199817,0.1851241,0.01028006
0.1851743,1505693.800692,0.1852234,0.00997984
0.1852743,1514902.538478,0.1853261,0.01007715
0.1853743,1487370.156030,0.1854230,0.00988819
0.1854743,1522670.439120,0.1855253,0.00963780
0.1855743,1521002.853621,0.1856253,0.01002247
0.1856743,1556126.777351,0.1857262,0.00987306
0.1857743,1538405.894989,0.1858234,0.00992470
0.1858743,1544969.160531,0.1859228,0.01054420
0.1859743,1539095.604500,0.1860241,0.01013814
0.1860743,1603753.748913,0.1861250,0.00965237
0.1861743,1565631.268936,0.1862254,0.00990577
0.1862743,1594373.587229,0.1863242,0.00978455
0.1863743,1573425.188206,0.1864241,0.01014354
0.1864743,1632198.633044,0.1865245,0.01028788
0.1865743,1657797.672251,0.1866235,0.01004534
0.1866743,1648972.394864,0.1867234,0.01031710
0.1867743,1630231.516486,0.1868255,0.01031740
0.1868743,1668349.498199,0.1869234,0.01018055
0.1869743,1627147.560614,0.1870260,0.00978658
0.1870743,1670189.780169,0.1871247,0.01000640
0.1871743,1687201.103253,0.1872244,0.01025246
0.1872743,1685439.320012,0.1873239,0.01022054
0.1873743,1670245.529698,0.1874240,0.00998058
0.1874743,1695739.285252,0.1875239,0.00987220
0.1875743,1692707.355080,0.1876254,0.01018321
0.1876743,1689576.913467,0.1877232,0.01044503
0.1877743,1738372.174721,0.1878246,0.01023402
0.1878743,1709238.803640,0.1879236,0.01028238
0.1879743,1729926.990640,0.1880239,0.01044556
0.1880743,1776149.508407,0.1881260,0.01017598
0.1881743,1790424.899848,0.1882258,0.01015289
0.1882743,1798546.119914,0.1883236,0.01014891
0.1883743,1779937.643789,0.1884247,0.01033351
0.1884743,1780785.737440,0.1885232,0.01036962
0.1885743,1813973.484691,0.1886246,0.01059036
0.1886743,1823376.641820,0.1887242,0.01050926
0.1887743,1858159.830555,0.1888239,0.01026906
0.1888743,1857956.052609,0.1889250,0.01040639
0.1889743,1871168.803182,0.1890255,0.01043414
0.1890743,1877059.721459,0.1891245,0.01084861
0.1891743,1885820.282651,0.1892233,0.01012636
0.1892743,1914367.105191,0.1893239,0.01038866
0.1893743,1869624.076596,0.1894234,0.01065509
0.1894743,1892458.358159,0.1895242,0.01036024
0.1895743,1920512.153675,0.1896243,0.01006868
0.1896743,1944773.638452,0.1897248,0.01075350
0.1897743,1888897.254754,0.1898251,0.01067856
0.1898743,1986143.088690,0.1899249,0.01046081
0.1899743,2019149.711889,0.1900240,0.01021425
0.1900743,1969162.262817,0.1901247,0.01068655
0.1901743,2004846.146487,0.1902235,0.01073091
0.1902743,2025565.428838,0.1903237,0.01012419
0.1903743,2009932.693227,0.1904230,0.01069660
0.1904743,2005726.802164,0.1905234,0.01032683
0.1905743,2015441.505530,0.1906255,0.01032206
0.1906743,2018566.335980,0.1907240,0.00996629
0.1907743,2060258.460286,0.1908257,0.01080452
0.1908743,2039660.818297,0.1909239,0.01087920
0.1909743,2106176.445313,0.1910254,0.01033788
0.1910743,2083277.185408,0.1911251,0.01035150
0.1911743,2141490.283763,0.1912229,0.01042114
0.1912743,2158659.814393,0.1913238,0.01025032
0.1913743,2158177.112970,0.1914238,0.01032538
0.1914743,2158354.125264,0.1915250,0.01041248
0.1915743,2172669.992614,0.1916234,0.01096682
0.1916743,2173308.268378,0.1917245,0.01061798
0.1917743,2249689.397546,0.1918239,0.01055151
0.1918743,2157682.173093,0.1919233,0.01052550
0.1919743,2199450.865965,0.1920250,0.01091483
0.1920743,2249248.546456,0.1921233,0.01068952
0.1921743,2219767.751011,0.1922240,0.01087099
0.1922743,2212123.986267,0.1923256,0.01032064
0.1923743,2270067.640555,0.1924244,0.01071371
0.1924743,2245877.982404,0.1925240,0.01065224
0.1925743,2348766.117827,0.1926253,0.01033781
0.1926743,2310792.199949,0.1927261,0.01041331
0.1927743,2359452.554669,0.1928243,0.01033650
0.1928743,2306156.874036,0.1929240,0.01037946
0.1929743,2365764.776424,0.1930246,0.01064702
0.1930743,2436445.743494,0.1931254,0.01068710
0.1931743,2414828.399209,0.1932246,0.01056208
0.1932743,2402776.097201,0.1933239,0.01070083
0.1933743,2418662.413281,0.1934246,0.01032583
0.1934743,2440871.522937,0.1935247,0.01044782
0.1935743,2455540.973540,0.1936241,0.01078820
0.1936743,2438404.142698,0.1937247,0.01074246
0.1937743,2448087.863379,0.1938237,0.01013300
0.1938743,2502027.930025,0.1939236,0.01043083
0.1939743,2517050.523223,0.1940233,0.01051201
0.1940743,2519513.385179,0.1941232,0.01061411
0.1941743,2487912.243077,0.1942244,0.01097814
0.1942743,2532238.176317,0.1943247,0.01068587
0.1943743,2452696.181368,0.1944253,0.01123243
0.1944743,2576540.388250,0.1945244,0.01032612
0.1945743,2593235.499279,0.1946231,0.01091943
0.1946743,2628058.514749,0.1947246,0.01070302
0.1947743,2660211.597252,0.1948268,0.01066203
0.1948743,2656755.946093,0.1949245,0.01075169
0.1949743,2611283.649240,0.1950235,0.01100700
0.1950743,2599035.216751,0.1951225,0.01063168
0.1951743,2685816.689547,0.1952246,0.01051949
0.1952743,2697226.253589,0.1953260,0.01063939
0.1953743,2684641.266801,0.1954249,0.01079921
0.1954743,2629062.484387,0.1955238,0.01070013
0.1955743,2715515.123177,0.1956254,0.01102527
0.1956743,2697697.021067,0.1957223,0.01124503
0.1957743,2760871.839490,0.1958224,0.01101445
0.1958743,2704144.241994,0.1959241,0.01068348
0.1959743,2770313.990577,0.1960231,0.01088201
0.1960743,2788578.480102,0.1961223,0.01105081
0.1961743,2805710.862963,0.1962250,0.01096115
0.1962743,2841135.937205,0.1963243,0.01074021
0.1963743,2818100.028979,0.1964247,0.01078985
0.1964743,2881776.723132,0.1965237,0.01083987
0.1965743,2852712.846154,0.1966261,0.01120544
0.1966743,2853550.901393,0.1967242,0.01123924
0.1967743,2898055.222316,0.1968255,0.01082606
0.1968743,2917481.851110,0.1969263,0.01084888
0.1969743,2961188.045111,0.1970229,0.01098778
0.1970743,2970548.867319,0.1971243,0.01077751
0.1971743,2904313.687790,0.1972251,0.01095425
0.1972743,2998390.311144,0.1973253,0.01105102
0.1973743,2970507.790029,0.1974249,0.01116917
0.1974743,3059155.758501,0.1975255,0.01102474
0.1975743,2995573.609727,0.1976254,0.01101978
0.1976743,3071064.521435,0.1977242,0.01103375
0.1977743,3082386.095844,0.1978246,0.01108439
0.1978743,3034696.527051,0.1979248,0.01128130
0.1979743,3108981.493735,0.1980245,0.01108430
0.1980743,3131298.378498,0.1981228,0.01135636
0.1981743,3092215.564681,0.1982238,0.01125109
0.1982743,3196050.954433,0.1983263,0.01091358
0.1983743,3184977.017976,0.1984261,0.01088099
0.1984743,3197892.471750,0.1985244,0.01073525
0.1985743,3217693.013248,0.1986241,0.01137159
0.1986743,3318796.837583,0.1987253,0.01115680
0.1987743,3230240.498335,0.1988258,0.01067762
0.1988743,3311177.822891,0.1989239,0.01084831
0.1989743,3286096.277548,0.1990259,0.01078724
0.1990743,3254801.043389,0.1991240,0.01077627
0.1991743,3288102.563753,0.1992235,0.01096068
0.1992743,3340672.657904,0.1993234,0.01108160
0.1993743,3423351.696004,0.1994247,0.01097310
0.1994743,3355427.252520,0.1995263,0.01143423
0.1995743,3377710.411464,0.1996230,0.01100126
0.1996743,3406798.689179,0.1997241,0.01155208
0.1997743,3444811.032203,0.1998260,0.01091891
0.1998743,3435767.194199,0.1999256,0.01118157
0.1999743,3375795.929628,0.2000245,0.01140975
0.2000743,3491295.751141,0.2001242,0.01107751
0.2001743,3496280.326431,0.2002245,0.01135453
0.2002743,3554396.651456,0.2003236,0.01088739
0.2003743,3545810.665805,0.2004261,0.01083289
0.2004743,3561965.506651,0.2005243,0.01139635
0.2005743,3595730.614027,0.2006242,0.01139558
0.2006743,3538824.514680,0.2007237,0.01095375
0.2007743,3631895.116001,0.2008241,0.01088795
0.2008743,3691880.121456,0.2009241,0.01100848
0.2009743,3693817.097592,0.2010248,0.01125820
0.2010743,3691503.409593,0.2011238,0.01131428
0.2011743,3703107.549250,0.2012245,0.01099161
0.2012743,3728792.955164,0.2013240,0.01147922
0.2013743,3695503.093481,0.2014245,0.01142055
0.2014743,3772592.076966,0.2015250,0.01145409
0.2015743,3733813.924898,0.2016257,0.01097185
0.2016743,3802064.851765,0.2017242,0.01102355
0.2017743,3793189.880732,0.2018233,0.01133590
0.2018743,3798426.158722,0.2019229,0.01136254
0.2019743,3780210.956952,0.2020246,0.01138717
0.2020743,3835462.286092,0.2021251,0.01141695
0.2021743,3933985.129483,0.2022241,0.01138773
0.2022743,4036582.151495,0.2023243,0.01134437
0.2023743,3892385.981118,0.2024248,0.01124464
0.2024743,3951885.894200,0.2025237,0.01113224
0.2025743,3971371.423735,0.2026244,0.01124306
0.2026743,4110273.344969,0.2027245,0.01143078
0.2027743,4065055.468749,0.2028245,0.01150682
0.2028743,3984138.378755,0.2029244,0.01156403
0.2029743,4142656.793359,0.2030247,0.01136914
0.2030743,4090763.602163,0.2031250,0.01095162
0.2031743,4218216.080179,0.2032241,0.01126198
0.2032743,4187022.503575,0.2033244,0.01144988
0.2033743,4223050.236090,0.2034245,0.01117980
0.2034743,4206758.630713,0.2035229,0.01158161
0.2035743,4245054.761426,0.2036242,0.01107266
0.2036743,4213108.202357,0.2037242,0.01144536
0.2037743,4273596.363634,0.2038245,0.01178074
0.2038743,4213666.732074,0.2039237,0.01149423
0.2039743,4353330.823265,0.2040240,0.01174049
0.2040743,4293193.943974,0.2041245,0.01143749
0.2041743,4342009.463041,0.2042242,0.01127690
0.2042743,4360022.208677,0.2043239,0.01143613
0.2043743,4397020.631489,0.2044257,0.01128655
0.2044743,4519585.031287,0.2045243,0.01153147
0.2045743,4461282.958004,0.2046248,0.01151255
0.2046743,4380233.330086,0.2047243,0.01133285
0.2047743,4490670.193687,0.2048248,0.01097672
0.2048743,4572666.408202,0.2049240,0.01121278
0.2049743,4530554.882014,0.2050230,0.01149334
0.2050743,4591787.105301,0.2051248,0.01177231
0.2051743,4586126.271252,0.2052223,0.01103242
0.2052743,4784701.691176,0.2053243,0.01183663
0.2053743,4642689.216880,0.2054259,0.01105647
0.2054743,4661958.218862,0.2055243,0.01150164
0.2055743,4638511.430615,0.2056236,0.01151266
0.2056743,4686529.038291,0.2057252,0.01114054
0.2057743,4661329.153748,0.2058249,0.01150155
0.2058743,4779233.724470,0.2059245,0.01156632
0.2059743,4807876.311756,0.2060237,0.01170973
0.2060743,4755757.206704,0.2061241,0.01129041
0.2061743,4799980.299859,0.2062239,0.01145932
0.2062743,4824905.836850,0.2063258,0.01131722
0.2063743,4924462.384125,0.2064238,0.01180891
0.2064743,4837507.061890,0.2065236,0.01124894
0.2065743,4839062.029654,0.2066250,0.01154431
0.2066743,4954513.966094,0.2067248,0.01123872
0.2067743,4961388.870924,0.2068241,0.01119604
0.2068743,4999943.889473,0.2069261,0.01169672
0.2069743,5143276.147175,0.2070246,0.01155970
0.2070743,5017270.917018,0.2071228,0.01115465
0.2071743,5085272.857414,0.2072237,0.01192821
0.2072743,5115139.769655,0.2073246,0.01126122
0.2073743,5208071.422097,0.2074240,0.01148074
0.2074743,5229859.053272,0.2075233,0.01143477
0.2075743,5169952.317066,0.2076249,0.01141146
0.2076743,5283396.106360,0.2077244,0.01167249
0.2077743,5295336.036489,0.2078245,0.01135154
0.2078743,5256939.174106,0.2079245,0.01155034
0.2079743,5346462.811917,0.2080246,0.01124727
0.2080743,5372619.616693,0.2081254,0.01142671
0.2081743,5466677.653561,0.2082243,0.01131401
0.2082743,5415713.003199,0.2083249,0.01154362
0.2083743,5357421.116688,0.2084251,0.01132117
0.2084743,5459649.258399,0.2085261,0.01157417
0.2085743,5501383.679680,0.2086245,0.01165617
0.2086743,5521917.468422,0.2087247,0.01191809
0.2087743,5550255.786377,0.2088244,0.01166348
0.2088743,5565242.326156,0.2089235,0.01149037
0.2089743,5549580.952516,0.2090232,0.01178156
0.2090743,5624899.516267,0.2091243,0.01144694
0.2091743,5749277.381283,0.2092232,0.01181672
0.2092743,5696688.523430,0.2093238,0.01166649
0.2093743,5796323.272243,0.2094247,0.01130477
