Estep = 0.000100; Niter = 21; Ntrial = 10000000
Energy, # of states, average Ev, average coupling
0.0955743,1148.654099,0.0956247,0.00375510
0.0956743,1119.581763,0.0957259,0.00386683
0.0957743,1145.371378,0.0958244,0.00384260
0.0958743,1091.145863,0.0959265,0.00399675
0.0959743,1086.773211,0.0960262,0.00369473
0.0960743,1158.384264,0.0961255,0.00377488
0.0961743,1085.894675,0.0962242,0.00348198
0.0962743,1128.604898,0.0963237,0.00359385
0.0963743,1156.458679,0.0964266,0.00371561
0.0964743,1184.813436,0.0965255,0.00368075
0.0965743,1191.531744,0.0966230,0.00379623
0.0966743,1242.142833,0.0967219,0.00386516
0.0967743,1254.147156,0.0968239,0.00387811
0.0968743,1282.566103,0.0969252,0.00396092
0.0969743,1258.903866,0.0970253,0.00383188
0.0970743,1256.699125,0.0971260,0.00403098
0.0971743,1295.439107,0.0972206,0.00380001
0.0972743,1425.108094,0.0973244,0.00408014
0.0973743,1346.859844,0.0974236,0.00374434
0.0974743,1366.583910,0.0975224,0.00391299
0.0975743,1343.504510,0.0976236,0.00394350
0.0976743,1428.737397,0.0977261,0.00395748
0.0977743,1440.048867,0.0978240,0.00382320
0.0978743,1413.870160,0.0979244,0.00394144
0.0979743,1466.339565,0.0980256,0.00384053
0.0980743,1417.848048,0.0981233,0.00385796
0.0981743,1412.638959,0.0982249,0.00397959
0.0982743,1375.258562,0.0983267,0.00409384
0.0983743,1446.245614,0.0984222,0.00376632
0.0984743,1440.138137,0.0985250,0.00386967
0.0985743,1465.442759,0.0986234,0.00366232
0.0986743,1483.406434,0.0987263,0.00399638
0.0987743,1486.461763,0.0988224,0.00395081
0.0988743,1587.242259,0.0989223,0.00390909
0.0989743,1628.275155,0.0990253,0.00391789
0.0990743,1595.953269,0.0991246,0.00405322
0.0991743,1612.835136,0.0992239,0.00402695
0.0992743,1582.182432,0.0993257,0.00397506
0.0993743,1735.677620,0.0994233,0.00417836
0.0994743,1689.885345,0.0995240,0.00397420
0.0995743,1741.402693,0.0996245,0.00407424
0.0996743,1755.623156,0.0997235,0.00402087
0.0997743,1682.280445,0.0998249,0.00400608
0.0998743,1806.747941,0.0999238,0.00408932
0.0999743,1714.473417,0.1000253,0.00388002
0.1000743,1844.034324,0.1001230,0.00398719
0.1001743,1822.724493,0.1002232,0.00399251
0.1002743,1922.592813,0.1003253,0.00396752
0.1003743,1739.902869,0.1004233,0.00404343
0.1004743,1894.555600,0.1005244,0.00401193
0.1005743,1788.145837,0.1006218,0.00395242
0.1006743,1864.491422,0.1007271,0.00391096
0.1007743,1847.561944,0.1008254,0.00382611
0.1008743,1881.923278,0.1009241,0.00390195
0.1009743,1944.719667,0.1010231,0.00415368
0.1010743,2027.225270,0.1011247,0.00401355
0.1011743,2002.321832,0.1012223,0.00404561
0.1012743,2046.999311,0.1013238,0.00414441
0.1013743,2127.227501,0.1014240,0.00399872
0.1014743,2108.263214,0.1015231,0.00423380
0.1015743,2170.897895,0.1016252,0.00401002
0.1016743,2216.876630,0.1017241,0.00439847
0.1017743,2253.529631,0.1018254,0.00394429
0.1018743,2181.153612,0.1019260,0.00399317
0.1019743,2129.240906,0.1020246,0.00426187
0.1020743,2270.596804,0.1021245,0.00428662
0.1021743,2309.758654,0.1022229,0.00424790
0.1022743,2238.374626,0.1023236,0.00418967
