0.0445214,1.000000,0.0445214,0.00000000
0.0446214,0.000000,0.0000000,-0.04452140
0.0447214,0.000000,0.0000000,-0.04452140
0.0448214,0.000000,0.0000000,-0.04452140
0.0449214,0.000000,0.0000000,-0.04452140
0.0450214,0.000000,0.0000000,-0.04452140
0.0451214,0.000000,0.0000000,-0.04452140
0.0452214,0.000000,0.0000000,-0.04452140
0.0453214,0.000000,0.0000000,-0.04452140
0.0454214,0.000000,0.0000000,-0.04452140
0.0455214,0.000000,0.0000000,-0.04452140
0.0456214,0.000000,0.0000000,-0.04452140
0.0457214,0.000000,0.0000000,-0.04452140
0.0458214,0.000000,0.0000000,-0.04452140
0.0459214,0.000000,0.0000000,-0.04452140
0.0460214,0.000000,0.0000000,-0.04452140
0.0461214,0.000000,0.0000000,-0.04452140
0.0462214,0.000000,0.0000000,-0.04452140
0.0463214,0.000000,0.0000000,-0.04452140
0.0464214,0.000000,0.0000000,-0.04452140
0.0465214,0.000000,0.0000000,-0.04452140
0.0466214,0.000000,0.0000000,-0.04452140
0.0467214,0.000000,0.0000000,-0.04452140
0.0468214,0.000000,0.0000000,-0.04452140
0.0469214,0.000000,0.0000000,-0.04452140
0.0470214,0.000000,0.0000000,-0.04452140
0.0471214,0.000000,0.0000000,-0.04452140
0.0472214,0.000000,0.0000000,-0.04452140
0.0473214,0.000000,0.0000000,-0.04452140
0.0474214,0.000000,0.0000000,-0.04452140
0.0475214,0.000000,0.0000000,-0.04452140
0.0476214,0.000000,0.0000000,-0.04452140
0.0477214,0.000000,0.0000000,-0.04452140
0.0478214,0.000000,0.0000000,-0.04452140
0.0479214,0.000000,0.0000000,-0.04452140
0.0480214,0.000000,0.0000000,-0.04452140
0.0481214,0.000000,0.0000000,-0.04452140
0.0482214,0.000000,0.0000000,-0.04452140
0.0483214,0.000000,0.0000000,-0.04452140
0.0484214,0.000000,0.0000000,-0.04452140
0.0485214,0.000000,0.0000000,-0.04452140
0.0486214,0.000000,0.0000000,-0.04452140
0.0487214,0.000000,0.0000000,-0.04452140
0.0488214,0.000000,0.0000000,-0.04452140
0.0489214,0.000000,0.0000000,-0.04452140
0.0490214,0.000000,0.0000000,-0.04452140
0.0491214,0.000000,0.0000000,-0.04452140
0.0492214,0.000000,0.0000000,-0.04452140
0.0493214,0.000000,0.0000000,-0.04452140
0.0494214,0.000000,0.0000000,-0.04452140
0.0495214,0.000000,0.0000000,-0.04452140
0.0496214,0.000000,0.0000000,-0.04452140
0.0497214,0.000000,0.0000000,-0.04452140
